data,method1,method2,clustering,criteria,rank,value,methods
Darmanis,Isomap,NMDS,HC,V Measure,10,0.015214266590449443,Isomap:NMDS
Darmanis,NMDS,NMDS,K-Means,ARI,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,ARI,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,ARI,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,MI,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,MI,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,MI,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,Fowlkes Mallows,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,Fowlkes Mallows,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,Fowlkes Mallows,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,V Measure,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,V Measure,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,K-Means,V Measure,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,ARI,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,ARI,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,ARI,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,MI,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,MI,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,MI,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,Fowlkes Mallows,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,Fowlkes Mallows,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,Fowlkes Mallows,10,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,V Measure,2,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,V Measure,5,1.0,NMDS:NMDS
Darmanis,NMDS,NMDS,HC,V Measure,10,1.0,NMDS:NMDS
Darmanis,NMDS,Random Projection,K-Means,ARI,2,0.0010714695275447562,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,ARI,5,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,ARI,10,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,MI,2,0.0002688934501788868,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,MI,5,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,MI,10,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,Fowlkes Mallows,2,0.2845489497609252,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,Fowlkes Mallows,5,0.28959177920739504,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,Fowlkes Mallows,10,0.3076198573004389,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,V Measure,2,0.01403601406578128,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,V Measure,5,0.01271648331979351,NMDS:Random Projection
Darmanis,NMDS,Random Projection,K-Means,V Measure,10,0.013941448780423709,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,ARI,2,0.0010714695275447562,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,ARI,5,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,ARI,10,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,MI,2,0.0002688934501788868,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,MI,5,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,MI,10,0.0,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,Fowlkes Mallows,2,0.2845489497609252,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,Fowlkes Mallows,5,0.28959177920739504,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,Fowlkes Mallows,10,0.3076198573004389,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,V Measure,2,0.01403601406578128,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,V Measure,5,0.01271648331979351,NMDS:Random Projection
Darmanis,NMDS,Random Projection,HC,V Measure,10,0.013941448780423709,NMDS:Random Projection
Darmanis,NMDS,Spectral (NN),K-Means,ARI,2,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,ARI,5,0.0010526412411603775,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,ARI,10,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,MI,2,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,MI,5,0.0018949197453200343,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,MI,10,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,Fowlkes Mallows,2,0.3144775969945668,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,Fowlkes Mallows,5,0.3499856576590669,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,Fowlkes Mallows,10,0.38139379820529534,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,V Measure,2,0.013404167388210526,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,V Measure,5,0.017289497934312874,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),K-Means,V Measure,10,0.0157690050034243,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,ARI,2,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,ARI,5,0.0010526412411603775,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,ARI,10,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,MI,2,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,MI,5,0.0018949197453200343,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,MI,10,0.0,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,Fowlkes Mallows,2,0.3144775969945668,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,Fowlkes Mallows,5,0.3499856576590669,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,Fowlkes Mallows,10,0.38139379820529534,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,V Measure,2,0.013404167388210526,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,V Measure,5,0.017289497934312874,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (NN),HC,V Measure,10,0.0157690050034243,NMDS:Spectral (NN)
Darmanis,NMDS,Spectral (RBF),K-Means,ARI,2,0.0,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,ARI,5,0.0,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,ARI,10,0.0008601379413208598,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,MI,2,0.00026754756037899443,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,MI,5,0.0004155761915327168,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,MI,10,0.0006439546012670821,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,Fowlkes Mallows,2,0.2952207338543506,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,Fowlkes Mallows,5,0.3338324530933013,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,Fowlkes Mallows,10,0.4970475425645656,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,V Measure,2,0.014360231400999644,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,V Measure,5,0.015694922355632773,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),K-Means,V Measure,10,0.02470669974726701,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,ARI,2,0.0,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,ARI,5,0.0,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,ARI,10,0.0008601379413208598,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,MI,2,0.00026754756037899443,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,MI,5,0.0004155761915327168,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,MI,10,0.0006439546012670821,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,Fowlkes Mallows,2,0.2952207338543506,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,Fowlkes Mallows,5,0.3338324530933013,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,Fowlkes Mallows,10,0.4970475425645656,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,V Measure,2,0.014360231400999644,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,V Measure,5,0.015694922355632773,NMDS:Spectral (RBF)
Darmanis,NMDS,Spectral (RBF),HC,V Measure,10,0.02470669974726701,NMDS:Spectral (RBF)
Darmanis,NMDS,t-SNE,K-Means,ARI,2,0.0,NMDS:t-SNE
Darmanis,NMDS,t-SNE,K-Means,MI,2,0.0,NMDS:t-SNE
Darmanis,NMDS,t-SNE,K-Means,Fowlkes Mallows,2,0.2858938803019857,NMDS:t-SNE
Darmanis,NMDS,t-SNE,K-Means,V Measure,2,0.013044337474625706,NMDS:t-SNE
Darmanis,NMDS,t-SNE,HC,ARI,2,0.0,NMDS:t-SNE
Darmanis,NMDS,t-SNE,HC,MI,2,0.0,NMDS:t-SNE
Darmanis,NMDS,t-SNE,HC,Fowlkes Mallows,2,0.2858938803019857,NMDS:t-SNE
Darmanis,NMDS,t-SNE,HC,V Measure,2,0.013044337474625706,NMDS:t-SNE
Darmanis,NMDS,UMAP,K-Means,ARI,2,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,ARI,5,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,ARI,10,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,MI,2,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,MI,5,0.0008128180407587362,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,MI,10,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,Fowlkes Mallows,2,0.3525511277916637,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,Fowlkes Mallows,5,0.3642174777579281,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,Fowlkes Mallows,10,0.3607268006193378,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,V Measure,2,0.016029600278785684,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,V Measure,5,0.017385159941871457,NMDS:UMAP
Darmanis,NMDS,UMAP,K-Means,V Measure,10,0.01563561886912127,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,ARI,2,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,ARI,5,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,ARI,10,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,MI,2,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,MI,5,0.0008128180407587362,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,MI,10,0.0,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,Fowlkes Mallows,2,0.3525511277916637,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,Fowlkes Mallows,5,0.3642174777579281,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,Fowlkes Mallows,10,0.3607268006193378,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,V Measure,2,0.016029600278785684,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,V Measure,5,0.017385159941871457,NMDS:UMAP
Darmanis,NMDS,UMAP,HC,V Measure,10,0.01563561886912127,NMDS:UMAP
Darmanis,Isomap,PCA,K-Means,ARI,2,0.2475006393578873,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,ARI,5,0.2508808194860125,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,ARI,10,0.2527256488510601,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,MI,2,0.2699841242778087,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,MI,5,0.2770076624966865,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,MI,10,0.2681075800433763,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,Fowlkes Mallows,2,0.5694708156177193,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,Fowlkes Mallows,5,0.5954316670618023,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,Fowlkes Mallows,10,0.6078446492707928,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,V Measure,2,0.28234949867374004,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,V Measure,5,0.28937890321154164,Isomap:PCA
Darmanis,Isomap,PCA,K-Means,V Measure,10,0.2809222252089951,Isomap:PCA
Darmanis,Isomap,PCA,HC,ARI,2,0.2475006393578873,Isomap:PCA
Darmanis,Isomap,PCA,HC,ARI,5,0.2508808194860125,Isomap:PCA
Darmanis,Isomap,PCA,HC,ARI,10,0.2527256488510601,Isomap:PCA
Darmanis,Isomap,PCA,HC,MI,2,0.2699841242778087,Isomap:PCA
Darmanis,Isomap,PCA,HC,MI,5,0.2770076624966865,Isomap:PCA
Darmanis,Isomap,PCA,HC,MI,10,0.2681075800433763,Isomap:PCA
Darmanis,Isomap,PCA,HC,Fowlkes Mallows,2,0.5694708156177193,Isomap:PCA
Darmanis,Isomap,PCA,HC,Fowlkes Mallows,5,0.5954316670618023,Isomap:PCA
Darmanis,Isomap,PCA,HC,Fowlkes Mallows,10,0.6078446492707928,Isomap:PCA
Darmanis,Isomap,PCA,HC,V Measure,2,0.28234949867374004,Isomap:PCA
Darmanis,Isomap,PCA,HC,V Measure,5,0.28937890321154164,Isomap:PCA
Darmanis,Isomap,PCA,HC,V Measure,10,0.2809222252089951,Isomap:PCA
Darmanis,MDS,PCA,K-Means,ARI,2,0.06934621542030482,MDS:PCA
Darmanis,MDS,PCA,K-Means,ARI,5,0.2307091739817232,MDS:PCA
Darmanis,MDS,PCA,K-Means,ARI,10,0.4050243810303221,MDS:PCA
Darmanis,MDS,PCA,K-Means,MI,2,0.07286678106905213,MDS:PCA
Darmanis,MDS,PCA,K-Means,MI,5,0.24810268977998265,MDS:PCA
Darmanis,MDS,PCA,K-Means,MI,10,0.4204557873623925,MDS:PCA
Darmanis,MDS,PCA,K-Means,Fowlkes Mallows,2,0.3799215563934922,MDS:PCA
Darmanis,MDS,PCA,K-Means,Fowlkes Mallows,5,0.5197223902688637,MDS:PCA
Darmanis,MDS,PCA,K-Means,Fowlkes Mallows,10,0.6364365499640119,MDS:PCA
Darmanis,MDS,PCA,K-Means,V Measure,2,0.08665483518480331,MDS:PCA
Darmanis,MDS,PCA,K-Means,V Measure,5,0.2596236851828083,MDS:PCA
Darmanis,MDS,PCA,K-Means,V Measure,10,0.4294701400374529,MDS:PCA
Darmanis,MDS,PCA,HC,ARI,2,0.06934621542030482,MDS:PCA
Darmanis,MDS,PCA,HC,ARI,5,0.2307091739817232,MDS:PCA
Darmanis,MDS,PCA,HC,ARI,10,0.4050243810303221,MDS:PCA
Darmanis,MDS,PCA,HC,MI,2,0.07286678106905213,MDS:PCA
Darmanis,MDS,PCA,HC,MI,5,0.24810268977998265,MDS:PCA
Darmanis,MDS,PCA,HC,MI,10,0.4204557873623925,MDS:PCA
Darmanis,MDS,PCA,HC,Fowlkes Mallows,2,0.3799215563934922,MDS:PCA
Darmanis,MDS,PCA,HC,Fowlkes Mallows,5,0.5197223902688637,MDS:PCA
Darmanis,MDS,PCA,HC,Fowlkes Mallows,10,0.6364365499640119,MDS:PCA
Darmanis,MDS,PCA,HC,V Measure,2,0.08665483518480331,MDS:PCA
Darmanis,MDS,PCA,HC,V Measure,5,0.2596236851828083,MDS:PCA
Darmanis,MDS,PCA,HC,V Measure,10,0.4294701400374529,MDS:PCA
Darmanis,NMDS,PCA,K-Means,ARI,2,0.0,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,ARI,5,0.0,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,ARI,10,0.00018866707316343847,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,MI,2,0.0,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,MI,5,0.0,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,MI,10,0.0,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,Fowlkes Mallows,2,0.3242515373263818,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,Fowlkes Mallows,5,0.331313487624815,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,Fowlkes Mallows,10,0.3398709512274001,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,V Measure,2,0.014561101220018441,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,V Measure,5,0.014390279483922044,NMDS:PCA
Darmanis,NMDS,PCA,K-Means,V Measure,10,0.01390480816761595,NMDS:PCA
Darmanis,NMDS,PCA,HC,ARI,2,0.0,NMDS:PCA
Darmanis,NMDS,PCA,HC,ARI,5,0.0,NMDS:PCA
Darmanis,NMDS,PCA,HC,ARI,10,0.00018866707316343847,NMDS:PCA
Darmanis,NMDS,PCA,HC,MI,2,0.0,NMDS:PCA
Darmanis,NMDS,PCA,HC,MI,5,0.0,NMDS:PCA
Darmanis,NMDS,PCA,HC,MI,10,0.0,NMDS:PCA
Darmanis,NMDS,PCA,HC,Fowlkes Mallows,2,0.3242515373263818,NMDS:PCA
Darmanis,NMDS,PCA,HC,Fowlkes Mallows,5,0.331313487624815,NMDS:PCA
Darmanis,NMDS,PCA,HC,Fowlkes Mallows,10,0.3398709512274001,NMDS:PCA
Darmanis,NMDS,PCA,HC,V Measure,2,0.014561101220018441,NMDS:PCA
Darmanis,NMDS,PCA,HC,V Measure,5,0.014390279483922044,NMDS:PCA
Darmanis,NMDS,PCA,HC,V Measure,10,0.01390480816761595,NMDS:PCA
Darmanis,PCA,PCA,K-Means,ARI,2,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,ARI,5,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,ARI,10,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,MI,2,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,MI,5,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,MI,10,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,Fowlkes Mallows,2,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,Fowlkes Mallows,5,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,Fowlkes Mallows,10,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,V Measure,2,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,V Measure,5,1.0,PCA:PCA
Darmanis,PCA,PCA,K-Means,V Measure,10,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,ARI,2,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,ARI,5,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,ARI,10,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,MI,2,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,MI,5,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,MI,10,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,Fowlkes Mallows,2,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,Fowlkes Mallows,5,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,Fowlkes Mallows,10,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,V Measure,2,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,V Measure,5,1.0,PCA:PCA
Darmanis,PCA,PCA,HC,V Measure,10,1.0,PCA:PCA
Darmanis,PCA,Random Projection,K-Means,ARI,2,0.034658968238783686,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,ARI,5,0.05882740005645583,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,ARI,10,0.09007107130383271,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,MI,2,0.03472044740269356,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,MI,5,0.0510449463402704,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,MI,10,0.07419295398594633,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,Fowlkes Mallows,2,0.3644887374842585,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,Fowlkes Mallows,5,0.3970586094729565,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,Fowlkes Mallows,10,0.4397446814870256,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,V Measure,2,0.049295272170485835,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,V Measure,5,0.06549678277698216,PCA:Random Projection
Darmanis,PCA,Random Projection,K-Means,V Measure,10,0.08863224338931569,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,ARI,2,0.034658968238783686,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,ARI,5,0.05882740005645583,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,ARI,10,0.09007107130383271,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,MI,2,0.03472044740269356,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,MI,5,0.0510449463402704,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,MI,10,0.07419295398594633,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,Fowlkes Mallows,2,0.3644887374842585,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,Fowlkes Mallows,5,0.3970586094729565,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,Fowlkes Mallows,10,0.4397446814870256,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,V Measure,2,0.049295272170485835,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,V Measure,5,0.06549678277698216,PCA:Random Projection
Darmanis,PCA,Random Projection,HC,V Measure,10,0.08863224338931569,PCA:Random Projection
Darmanis,PCA,Spectral (NN),K-Means,ARI,2,0.2030660915579995,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,ARI,5,0.28662361198448194,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,ARI,10,0.21300583095809625,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,MI,2,0.2538025778909306,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,MI,5,0.3865872548180482,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,MI,10,0.31708854479000514,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,Fowlkes Mallows,2,0.5060252422715432,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,Fowlkes Mallows,5,0.5971167243818293,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,Fowlkes Mallows,10,0.5934399263554738,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,V Measure,2,0.2655800544184993,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,V Measure,5,0.3968348181364119,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),K-Means,V Measure,10,0.3294175919954545,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,ARI,2,0.2030660915579995,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,ARI,5,0.28662361198448194,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,ARI,10,0.21300583095809625,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,MI,2,0.2538025778909306,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,MI,5,0.3865872548180482,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,MI,10,0.31708854479000514,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,Fowlkes Mallows,2,0.5060252422715432,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,Fowlkes Mallows,5,0.5971167243818293,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,Fowlkes Mallows,10,0.5934399263554738,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,V Measure,2,0.2655800544184993,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,V Measure,5,0.3968348181364119,PCA:Spectral (NN)
Darmanis,PCA,Spectral (NN),HC,V Measure,10,0.3294175919954545,PCA:Spectral (NN)
Darmanis,PCA,Spectral (RBF),K-Means,ARI,2,0.4386828797168594,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,ARI,5,0.4905361687319344,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,ARI,10,0.08168624427680088,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,MI,2,0.5254463570773571,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,MI,5,0.5935180223918398,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,MI,10,0.12676732865890614,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,Fowlkes Mallows,2,0.6403714102872249,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,Fowlkes Mallows,5,0.7120032612355794,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,Fowlkes Mallows,10,0.6543101037225323,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,V Measure,2,0.5326808552252436,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,V Measure,5,0.6003305537791097,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),K-Means,V Measure,10,0.14739583442281468,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,ARI,2,0.4386828797168594,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,ARI,5,0.4905361687319344,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,ARI,10,0.08168624427680088,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,MI,2,0.5254463570773571,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,MI,5,0.5935180223918398,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,MI,10,0.12676732865890614,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,Fowlkes Mallows,2,0.6403714102872249,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,Fowlkes Mallows,5,0.7120032612355794,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,Fowlkes Mallows,10,0.6543101037225323,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,V Measure,2,0.5326808552252436,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,V Measure,5,0.6003305537791097,PCA:Spectral (RBF)
Darmanis,PCA,Spectral (RBF),HC,V Measure,10,0.14739583442281468,PCA:Spectral (RBF)
Darmanis,PCA,t-SNE,K-Means,ARI,2,0.1689628373310027,PCA:t-SNE
