data,method,criteria,Accuracy,Consistency
Statlog,HC (complete),MI,0.3087893497195518,0.001716139095662994
Statlog,HC (complete),Fowlkes Mallows,0.3534761853300641,0.41840652658277083
Statlog,HC (complete),V Measure,0.3136483361282209,0.007812839991294895
Statlog,HC (single),ARI,4.1228220291505936e-05,0.7500027541385497
Statlog,HC (single),MI,0.0014676145002904667,0.7318818879554033
Statlog,HC (single),Fowlkes Mallows,0.37569567975608054,0.9984790026837603
Statlog,HC (single),V Measure,0.009521889463522521,0.7327330474223864
Statlog,HC (ward),ARI,0.34600920989482403,0.0415702603267397
Statlog,HC (ward),MI,0.5201525693831255,0.06746971959382567
Statlog,HC (ward),Fowlkes Mallows,0.4726944319809455,0.22030160814627678
Statlog,HC (ward),V Measure,0.5232950421407585,0.07174333595313603
Statlog,K-Means,ARI,0.37383780935136857,0.8963111831698714
Statlog,K-Means,MI,0.5424116397484969,0.9048920459699096
Statlog,K-Means,Fowlkes Mallows,0.48066041882714955,0.9168819525481156
Statlog,K-Means,V Measure,0.5452905912090587,0.9053343323488402
Statlog,K-Means (minibatch),ARI,0.31837693506696696,0.08191854810466358
Statlog,K-Means (minibatch),MI,0.4710345521063063,0.10527276534245172
Statlog,K-Means (minibatch),Fowlkes Mallows,0.4347137318740459,0.23347989079289627
Statlog,K-Means (minibatch),V Measure,0.47433162398246764,0.10911118910410819
Statlog,K-Means++,ARI,0.35156048311084703,0.08694264357804382
Statlog,K-Means++,MI,0.515805603562405,0.11722713723088776
Statlog,K-Means++,Fowlkes Mallows,0.47175477991798576,0.23851528059563462
Statlog,K-Means++,V Measure,0.5189473801942053,0.12114255516808181
Statlog,Birch,ARI,0.3453216274581699,1.0
Statlog,Birch,MI,0.5197287333328449,1.0
Statlog,Birch,Fowlkes Mallows,0.4717787095616387,1.0
Statlog,Birch,V Measure,0.5228822786907841,1.0
Statlog,Spectral (NN),ARI,0.44517909872600775,0.9998090552369129
Statlog,Spectral (NN),MI,0.6302470267412221,0.999702421375768
Statlog,Spectral (NN),Fowlkes Mallows,0.5416665375711706,0.9998549296424657
Statlog,Spectral (NN),V Measure,0.6324681282331598,0.9997038154596165
Statlog,Spectral (RBF),ARI,-8.101464326109174e-07,0.0002615184369482314
Statlog,Spectral (RBF),MI,0.0004241651391714622,2.0745998447761116e-06
Statlog,Spectral (RBF),Fowlkes Mallows,0.3767742412662115,0.8113413999459539
Statlog,Spectral (RBF),V Measure,0.0033004122993718285,0.011004400387259231
Theorem,Gaussian MM,ARI,0.00902460032940678,0.10704467566226904
Theorem,Gaussian MM,MI,0.033100494093892034,0.16236776050971977
Theorem,Gaussian MM,Fowlkes Mallows,0.27782856394655114,0.3027739577298973
Theorem,Gaussian MM,V Measure,0.03693766837978023,0.16448640025886493
Theorem,HC (average),ARI,0.022773590849711686,0.12666656379896776
Theorem,HC (average),MI,0.01885746011058895,0.09932414567960765
Theorem,HC (average),Fowlkes Mallows,0.2918508241153627,0.3813833788289324
Theorem,HC (average),V Measure,0.022739676718346487,0.10196632266154985
Theorem,HC (complete),ARI,0.02073851287152957,0.0054248073793027795
Theorem,HC (complete),MI,0.027669926584604786,0.00810752065817011
Theorem,HC (complete),Fowlkes Mallows,0.2630378545793354,0.18960445713210586
Theorem,HC (complete),V Measure,0.031290176658368,0.01044995720437162
Theorem,HC (single),ARI,-0.0008226385805146206,0.0033287531761116334
Theorem,HC (single),MI,-0.0007145175196816254,0.0032938715185051627
Theorem,HC (single),Fowlkes Mallows,0.49750318348160855,0.9967310385983815
Theorem,HC (single),V Measure,0.004382859285353778,0.005107395109949995
Theorem,HC (ward),ARI,0.018876055078478057,0.2207859276036531
Theorem,HC (ward),MI,0.024571876190071208,0.2230494796638163
Theorem,HC (ward),Fowlkes Mallows,0.29780733359652506,0.558890576088739
Theorem,HC (ward),V Measure,0.028407067424980975,0.22552342738760933
Theorem,K-Means,ARI,0.009837920294524086,0.19082430892548466
Theorem,K-Means,MI,0.03855339793020558,0.2613769232297461
Theorem,K-Means,Fowlkes Mallows,0.2722885765147304,0.3549560787593921
Theorem,K-Means,V Measure,0.04234059899199177,0.26323163069979644
Theorem,K-Means (minibatch),ARI,0.00922684277415316,0.048103657232031735
Theorem,K-Means (minibatch),MI,0.037628279128303806,0.07161110223216834
Theorem,K-Means (minibatch),Fowlkes Mallows,0.2793272391534057,0.23530191550911228
Theorem,K-Means (minibatch),V Measure,0.041500922012119565,0.0738796212577975
Theorem,K-Means++,ARI,0.013975394939228634,0.5324423646615012
Theorem,K-Means++,MI,0.030437251405967793,0.5880784304322123
Theorem,K-Means++,Fowlkes Mallows,0.2965701779377811,0.6651789062073115
Theorem,K-Means++,V Measure,0.034266271312890166,0.5892227766317698
Theorem,Birch,ARI,0.0152243507665593,1.0
Theorem,Birch,MI,0.02154339549444957,1.0
Theorem,Birch,Fowlkes Mallows,0.3915336818620538,1.0
Theorem,Birch,V Measure,0.02606753389034608,1.0
Theorem,Spectral (NN),ARI,-0.02483206011876377,0.8426290126772775
Theorem,Spectral (NN),MI,0.05392479565739342,0.8417910905338098
Theorem,Spectral (NN),Fowlkes Mallows,0.3815578972283282,0.936617412444373
Theorem,Spectral (NN),V Measure,0.05882366221608217,0.8426086698256228
Theorem,Spectral (RBF),ARI,-0.0003890327560674915,0.7776323919601643
Theorem,Spectral (RBF),MI,-0.00041381938809565533,0.7776755041979353
Theorem,Spectral (RBF),Fowlkes Mallows,0.5008191682863361,0.9997819569306629
Theorem,Spectral (RBF),V Measure,0.0007511398599606488,0.7777831454266307
