data,method,clustering,criteria,rank,Accuracy,Consistency
Darmanis,Random Projection,HC,ARI,2.0,0.028012313824511765,0.004346102705446097
Darmanis,Random Projection,HC,ARI,5.0,0.032116496834242655,0.010332427489173193
Darmanis,Random Projection,HC,ARI,10.0,0.046974211458932665,0.024900993215220497
Darmanis,Random Projection,HC,Fowlkes Mallows,2.0,0.311808859428716,0.30166019860213855
Darmanis,Random Projection,HC,Fowlkes Mallows,5.0,0.31019027183594455,0.32004566440400223
Darmanis,Random Projection,HC,Fowlkes Mallows,10.0,0.32251554481943345,0.36341938684261
Darmanis,Random Projection,HC,MI,2.0,0.03347572901811127,0.003403221565790002
Darmanis,Random Projection,HC,MI,5.0,0.03683479487875239,0.008164428375429585
Darmanis,Random Projection,HC,MI,10.0,0.051425651418159114,0.01907591132538061
Darmanis,Random Projection,HC,V Measure,2.0,0.04705810738175791,0.023287178062526465
Darmanis,Random Projection,HC,V Measure,5.0,0.05024858849833989,0.02714542093849207
Darmanis,Random Projection,HC,V Measure,10.0,0.06466942696605256,0.037861363889558415
Darmanis,Random Projection,K-Means,ARI,2.0,0.028413323076059434,0.003801381231225556
Darmanis,Random Projection,K-Means,ARI,5.0,0.0398381322756278,0.010035658675118882
Darmanis,Random Projection,K-Means,ARI,10.0,0.06691490057356489,0.025540907455681945
Darmanis,Random Projection,K-Means,Fowlkes Mallows,2.0,0.2991718545437324,0.27693571516237203
Darmanis,Random Projection,K-Means,Fowlkes Mallows,5.0,0.3044220094002695,0.2856423370326553
Darmanis,Random Projection,K-Means,Fowlkes Mallows,10.0,0.3238985547676616,0.3131329389344195
Darmanis,Random Projection,K-Means,MI,2.0,0.03486736187588249,0.003087349589116768
Darmanis,Random Projection,K-Means,MI,5.0,0.04383970331716792,0.009713370219947705
Darmanis,Random Projection,K-Means,MI,10.0,0.07585562341088377,0.02078326107503357
Darmanis,Random Projection,K-Means,V Measure,2.0,0.048070800868865414,0.021992162602876963
Darmanis,Random Projection,K-Means,V Measure,5.0,0.05684628023034701,0.027741734775936232
Darmanis,Random Projection,K-Means,V Measure,10.0,0.08841980614550474,0.03858938906019716
Darmanis,Spectral (NN),HC,ARI,2.0,0.6387417496055052,0.5988229742869058
Darmanis,Spectral (NN),HC,ARI,5.0,0.5028187606425086,0.7060677961952323
Darmanis,Spectral (NN),HC,ARI,10.0,0.10162080782852007,0.5432191127341534
Darmanis,Spectral (NN),HC,Fowlkes Mallows,2.0,0.7508146611138737,0.7463947568642623
Darmanis,Spectral (NN),HC,Fowlkes Mallows,5.0,0.6956128917506481,0.8387746750087994
Darmanis,Spectral (NN),HC,Fowlkes Mallows,10.0,0.5023805576441702,0.7943381472826625
Darmanis,Spectral (NN),HC,MI,2.0,0.6572394091298966,0.6568374893975351
Darmanis,Spectral (NN),HC,MI,5.0,0.6442169883661986,0.7115629400579835
Darmanis,Spectral (NN),HC,MI,10.0,0.3145605060957719,0.5555806646224889
Darmanis,Spectral (NN),HC,V Measure,2.0,0.66219750490314,0.6648336401347029
Darmanis,Spectral (NN),HC,V Measure,5.0,0.6499778457873862,0.7194364580153895
Darmanis,Spectral (NN),HC,V Measure,10.0,0.32794276998593247,0.570051303097782
Darmanis,Spectral (NN),K-Means,ARI,2.0,0.6860843069810132,0.5810374919645619
Darmanis,Spectral (NN),K-Means,ARI,5.0,0.569728927701368,0.7424461471487174
Darmanis,Spectral (NN),K-Means,ARI,10.0,0.20293348333657213,0.39825353546206715
Darmanis,Spectral (NN),K-Means,Fowlkes Mallows,2.0,0.7801283974897332,0.7273028110145581
Darmanis,Spectral (NN),K-Means,Fowlkes Mallows,5.0,0.7223419660291468,0.8510951535742064
Darmanis,Spectral (NN),K-Means,Fowlkes Mallows,10.0,0.5167467070396805,0.696965225293865
Darmanis,Spectral (NN),K-Means,MI,2.0,0.6898516738087855,0.6579197550369548
Darmanis,Spectral (NN),K-Means,MI,5.0,0.6653121319461721,0.733362290987378
Darmanis,Spectral (NN),K-Means,MI,10.0,0.3985466559625756,0.4352876280489997
Darmanis,Spectral (NN),K-Means,V Measure,2.0,0.6942402275207273,0.6655829385471269
Darmanis,Spectral (NN),K-Means,V Measure,5.0,0.6704843319776345,0.7402039250029916
Darmanis,Spectral (NN),K-Means,V Measure,10.0,0.4088896598294318,0.4521865202873595
Darmanis,Spectral (RBF),HC,ARI,2.0,0.5355786287509603,0.6660093659251202
Darmanis,Spectral (RBF),HC,ARI,5.0,0.8375105391688957,0.5538796957272809
Darmanis,Spectral (RBF),HC,ARI,10.0,0.7160967445615002,0.6023505469783945
Darmanis,Spectral (RBF),HC,Fowlkes Mallows,2.0,0.6683211040938576,0.775892745819209
Darmanis,Spectral (RBF),HC,Fowlkes Mallows,5.0,0.8901673818064634,0.7409008247828184
Darmanis,Spectral (RBF),HC,Fowlkes Mallows,10.0,0.8187156959922233,0.9505904181691025
Darmanis,Spectral (RBF),HC,MI,2.0,0.5858821189473482,0.723233487880938
Darmanis,Spectral (RBF),HC,MI,5.0,0.8398127327337273,0.6680614687765184
Darmanis,Spectral (RBF),HC,MI,10.0,0.7660840349528057,0.604258007249417
Darmanis,Spectral (RBF),HC,V Measure,2.0,0.5916094285091228,0.7292678124795706
Darmanis,Spectral (RBF),HC,V Measure,5.0,0.8421829591372867,0.6766317457448606
Darmanis,Spectral (RBF),HC,V Measure,10.0,0.7697458351761519,0.6138180669323516
Darmanis,Spectral (RBF),K-Means,ARI,2.0,0.51854278480644,0.610289267851459
Darmanis,Spectral (RBF),K-Means,ARI,5.0,0.9637997854224147,0.593994398689256
Darmanis,Spectral (RBF),K-Means,ARI,10.0,0.7475898985730305,0.3796278367805927
Darmanis,Spectral (RBF),K-Means,Fowlkes Mallows,2.0,0.6546125093320192,0.7354034231813013
Darmanis,Spectral (RBF),K-Means,Fowlkes Mallows,5.0,0.9747459523187478,0.7574929833669188
Darmanis,Spectral (RBF),K-Means,Fowlkes Mallows,10.0,0.8269829938601712,0.8722536623447341
Darmanis,Spectral (RBF),K-Means,MI,2.0,0.5496304408290507,0.6874932774027176
Darmanis,Spectral (RBF),K-Means,MI,5.0,0.9471782414981453,0.7002882001725136
Darmanis,Spectral (RBF),K-Means,MI,10.0,0.7941024242637215,0.41218274265344784
Darmanis,Spectral (RBF),K-Means,V Measure,2.0,0.55581446141201,0.6942023993029393
Darmanis,Spectral (RBF),K-Means,V Measure,5.0,0.9479363432002391,0.7077640099513212
Darmanis,Spectral (RBF),K-Means,V Measure,10.0,0.7971225957753538,0.4266715938724085
Darmanis,UMAP,HC,ARI,2.0,0.6688961359318536,0.5356820065441242
Darmanis,UMAP,HC,ARI,5.0,0.6664244338224138,0.6010638285888562
Darmanis,UMAP,HC,ARI,10.0,0.6650184707127965,0.6100114918250892
Darmanis,UMAP,HC,Fowlkes Mallows,2.0,0.7740815450649556,0.7491165398674461
Darmanis,UMAP,HC,Fowlkes Mallows,5.0,0.7736874329441943,0.7959949616602897
Darmanis,UMAP,HC,Fowlkes Mallows,10.0,0.7722686728972761,0.7950955613623921
Darmanis,UMAP,HC,MI,2.0,0.7186984364571417,0.5404724523514239
Darmanis,UMAP,HC,MI,5.0,0.7206397561153106,0.6034575676576235
Darmanis,UMAP,HC,MI,10.0,0.7187277474823187,0.6159847726006781
Darmanis,UMAP,HC,V Measure,2.0,0.7228197488293236,0.5531623455695782
Darmanis,UMAP,HC,V Measure,5.0,0.7247655785171141,0.6149713351719928
Darmanis,UMAP,HC,V Measure,10.0,0.7228679917705125,0.6267612869099112
Darmanis,UMAP,K-Means,ARI,2.0,0.6693083960255012,0.5276211901523937
Darmanis,UMAP,K-Means,ARI,5.0,0.6664845675792912,0.6205039233748207
Darmanis,UMAP,K-Means,ARI,10.0,0.6677401727165152,0.6180488918832959
Darmanis,UMAP,K-Means,Fowlkes Mallows,2.0,0.7743659167890264,0.7395943234364362
Darmanis,UMAP,K-Means,Fowlkes Mallows,5.0,0.7737128622730748,0.8025744736963623
Darmanis,UMAP,K-Means,Fowlkes Mallows,10.0,0.7744090833144435,0.8000440991312948
Darmanis,UMAP,K-Means,MI,2.0,0.7198121110832345,0.5472771575872819
Darmanis,UMAP,K-Means,MI,5.0,0.7204435994380235,0.6217800345618362
Darmanis,UMAP,K-Means,MI,10.0,0.7216919834588059,0.6236210512866693
Darmanis,UMAP,K-Means,V Measure,2.0,0.7239171894742137,0.5595339220213951
Darmanis,UMAP,K-Means,V Measure,5.0,0.7245720481483456,0.6325993303652226
Darmanis,UMAP,K-Means,V Measure,10.0,0.7257946212643809,0.6341087560631258
Darmanis,t-SNE,HC,ARI,2.0,0.5575195738685503,0.26865095781731646
Darmanis,t-SNE,HC,Fowlkes Mallows,2.0,0.6883357562542877,0.4918693389759173
Darmanis,t-SNE,HC,MI,2.0,0.6381663759233775,0.32596548595586033
Darmanis,t-SNE,HC,V Measure,2.0,0.6432615451689985,0.33904995373785296
Darmanis,t-SNE,K-Means,ARI,2.0,0.6193989945134537,0.3497077472180654
Darmanis,t-SNE,K-Means,Fowlkes Mallows,2.0,0.7288422113601624,0.534029402523658
Darmanis,t-SNE,K-Means,MI,2.0,0.6587177588975374,0.3824018612206206
Darmanis,t-SNE,K-Means,V Measure,2.0,0.6634478366253007,0.39391769564563134
PANCAN,DAE,HC,ARI,2.0,0.31609177726672644,0.3529290898240589
PANCAN,DAE,HC,ARI,5.0,0.3514281494540865,0.43224862606501563
PANCAN,DAE,HC,ARI,10.0,0.3539590171984095,0.41549072380638
PANCAN,DAE,HC,Fowlkes Mallows,2.0,0.49105366706554165,0.5583042264745806
PANCAN,DAE,HC,Fowlkes Mallows,5.0,0.5124434171672602,0.5748770960803432
PANCAN,DAE,HC,Fowlkes Mallows,10.0,0.5200555220903316,0.5894239960879145
PANCAN,DAE,HC,MI,2.0,0.4549305658359822,0.47672898269062297
PANCAN,DAE,HC,MI,5.0,0.4967503834668733,0.5738279765268807
PANCAN,DAE,HC,MI,10.0,0.5008776423777492,0.5627814458558813
PANCAN,DAE,HC,V Measure,2.0,0.46059220501458265,0.4856724993971354
PANCAN,DAE,HC,V Measure,5.0,0.5019146919710844,0.5802299683179749
PANCAN,DAE,HC,V Measure,10.0,0.5060587958233693,0.5699199203734259
PANCAN,DAE,K-Means,ARI,2.0,0.3170736752321188,0.3790141298407501
PANCAN,DAE,K-Means,ARI,5.0,0.36036312099859447,0.4863429516138145
PANCAN,DAE,K-Means,ARI,10.0,0.3815917183745301,0.4430783021281533
PANCAN,DAE,K-Means,Fowlkes Mallows,2.0,0.4859055575979457,0.5588754754998255
PANCAN,DAE,K-Means,Fowlkes Mallows,5.0,0.5139212863608872,0.6071628359174785
PANCAN,DAE,K-Means,Fowlkes Mallows,10.0,0.5316269140376934,0.5885090245538294
PANCAN,DAE,K-Means,MI,2.0,0.45286624982847473,0.48430630957387594
PANCAN,DAE,K-Means,MI,5.0,0.483950108405616,0.5938458216598366
PANCAN,DAE,K-Means,MI,10.0,0.501972990205516,0.5746221443389221
PANCAN,DAE,K-Means,V Measure,2.0,0.45846384462142376,0.49272448875205155
PANCAN,DAE,K-Means,V Measure,5.0,0.4891653197995972,0.5997489842473144
PANCAN,DAE,K-Means,V Measure,10.0,0.5070255686999795,0.5811524994130749
PANCAN,Isomap,HC,ARI,2.0,0.5451926557076906,0.6819848583173252
PANCAN,Isomap,HC,ARI,5.0,0.7419465255780996,0.7124974769343435
PANCAN,Isomap,HC,ARI,10.0,0.7713589438629732,0.8484436448236133
PANCAN,Isomap,HC,Fowlkes Mallows,2.0,0.6529487921452269,0.7568196391301831
PANCAN,Isomap,HC,Fowlkes Mallows,5.0,0.8027049423371766,0.7777987221287715
PANCAN,Isomap,HC,Fowlkes Mallows,10.0,0.8249625107736784,0.8845585372154032
PANCAN,Isomap,HC,MI,2.0,0.6678712352463494,0.73871740617454
PANCAN,Isomap,HC,MI,5.0,0.831285546190059,0.796428938035569
PANCAN,Isomap,HC,MI,10.0,0.8517758598118632,0.8745501107117127
PANCAN,Isomap,HC,V Measure,2.0,0.6712011272629043,0.742514101945973
PANCAN,Isomap,HC,V Measure,5.0,0.8329691408716591,0.7993276714018159
PANCAN,Isomap,HC,V Measure,10.0,0.8532495502938066,0.8763732998272843
PANCAN,Isomap,K-Means,ARI,2.0,0.5491080238511323,0.7039133021779989
PANCAN,Isomap,K-Means,ARI,5.0,0.7517297758604977,0.7502086387320329
PANCAN,Isomap,K-Means,ARI,10.0,0.7356900062357045,0.916887427250473
PANCAN,Isomap,K-Means,Fowlkes Mallows,2.0,0.6539058932751192,0.7711432635017206
PANCAN,Isomap,K-Means,Fowlkes Mallows,5.0,0.8101056596998641,0.8051585938428059
PANCAN,Isomap,K-Means,Fowlkes Mallows,10.0,0.7976089053298989,0.9361428324806045
PANCAN,Isomap,K-Means,MI,2.0,0.6613035035451967,0.7522222637484806
PANCAN,Isomap,K-Means,MI,5.0,0.8227197601877466,0.8002285430391823
PANCAN,Isomap,K-Means,MI,10.0,0.8193753169818352,0.9138459485392156
PANCAN,Isomap,K-Means,V Measure,2.0,0.6646662091371777,0.7557641937230819
PANCAN,Isomap,K-Means,V Measure,5.0,0.8244839095337873,0.8030483041949036
PANCAN,Isomap,K-Means,V Measure,10.0,0.8211683463169923,0.915086990732002
PANCAN,MDS,HC,ARI,2.0,0.370375774855073,0.3386968105404442
PANCAN,MDS,HC,ARI,5.0,0.5955900421987556,0.5879929855436359
PANCAN,MDS,HC,ARI,10.0,0.6759048073024997,0.7288508271776553
PANCAN,MDS,HC,Fowlkes Mallows,2.0,0.5154840469809318,0.4844225494813077
PANCAN,MDS,HC,Fowlkes Mallows,5.0,0.6900750565947332,0.6777646505237707
PANCAN,MDS,HC,Fowlkes Mallows,10.0,0.752787950830998,0.7907186521232534
PANCAN,MDS,HC,MI,2.0,0.4894329348473984,0.41512657726648255
PANCAN,MDS,HC,MI,5.0,0.6968313729152115,0.6508743391579632
PANCAN,MDS,HC,MI,10.0,0.7803863945063533,0.7722490361191524
PANCAN,MDS,HC,V Measure,2.0,0.4945029584169637,0.4234162376779416
PANCAN,MDS,HC,V Measure,5.0,0.6998512167825145,0.6557951757796527
PANCAN,MDS,HC,V Measure,10.0,0.7825898018154998,0.7755302798657605
PANCAN,MDS,K-Means,ARI,2.0,0.4317351279420319,0.4558133191874073
PANCAN,MDS,K-Means,ARI,5.0,0.5495309588131492,0.8207929871179963
PANCAN,MDS,K-Means,ARI,10.0,0.7028997855008648,0.7977678759106223
PANCAN,MDS,K-Means,Fowlkes Mallows,2.0,0.5599582279733009,0.5666256220429956
PANCAN,MDS,K-Means,Fowlkes Mallows,5.0,0.6526564176255678,0.8572851906975
PANCAN,MDS,K-Means,Fowlkes Mallows,10.0,0.7725267125278584,0.8415931574915777
PANCAN,MDS,K-Means,MI,2.0,0.5099630948418816,0.4853195040916445
PANCAN,MDS,K-Means,MI,5.0,0.6428880093204943,0.8134551750401057
PANCAN,MDS,K-Means,MI,10.0,0.7810802069420881,0.8117652254316793
PANCAN,MDS,K-Means,V Measure,2.0,0.5147712283260373,0.4923966580250133
PANCAN,MDS,K-Means,V Measure,5.0,0.6464027118164717,0.8160183855449837
PANCAN,MDS,K-Means,V Measure,10.0,0.7832502723605479,0.8144162556197135
PANCAN,NMDS,HC,ARI,2.0,0.00015763141905602437,0.0
PANCAN,NMDS,HC,ARI,5.0,0.0005978407618734856,0.0001468016518948712
PANCAN,NMDS,HC,ARI,10.0,0.0010288379632381152,4.5947295481853455e-05
PANCAN,NMDS,HC,Fowlkes Mallows,2.0,0.23008180176598336,0.21298827769383338
PANCAN,NMDS,HC,Fowlkes Mallows,5.0,0.22931861132125977,0.21356518134643712
PANCAN,NMDS,HC,Fowlkes Mallows,10.0,0.23238540152489162,0.21484537342812315
PANCAN,NMDS,HC,MI,2.0,0.00041074774039301284,0.00024496176044396954
PANCAN,NMDS,HC,MI,5.0,0.0,0.0
PANCAN,NMDS,HC,MI,10.0,0.0007934010303379029,5.417690584990398e-05
PANCAN,NMDS,HC,V Measure,2.0,0.010359254032514285,0.014238297219437169
PANCAN,NMDS,HC,V Measure,5.0,0.009430774048046835,0.013983658119539924
PANCAN,NMDS,HC,V Measure,10.0,0.010763286882606067,0.014093891389189908
PANCAN,NMDS,K-Means,ARI,2.0,0.0007998491680038058,1.1086371189189656e-05
PANCAN,NMDS,K-Means,ARI,5.0,0.0,3.823150516529359e-05
PANCAN,NMDS,K-Means,ARI,10.0,0.0,0.0
PANCAN,NMDS,K-Means,Fowlkes Mallows,2.0,0.22334617380589608,0.20246082683381827
PANCAN,NMDS,K-Means,Fowlkes Mallows,5.0,0.22095370387952087,0.19978287577783224
PANCAN,NMDS,K-Means,Fowlkes Mallows,10.0,0.22111641239958144,0.19977233149709267
PANCAN,NMDS,K-Means,MI,2.0,0.0007402719369350011,0.0
PANCAN,NMDS,K-Means,MI,5.0,0.0,4.216512264623046e-05
PANCAN,NMDS,K-Means,MI,10.0,0.0,0.0
PANCAN,NMDS,K-Means,V Measure,2.0,0.010560008114190578,0.013708899883710306
PANCAN,NMDS,K-Means,V Measure,5.0,0.009031571474131165,0.013696244563748244
PANCAN,NMDS,K-Means,V Measure,10.0,0.009531035160183693,0.013586002854884977
PANCAN,PCA,HC,ARI,2.0,0.31206174591217145,0.5813877051236459
PANCAN,PCA,HC,ARI,5.0,0.5979178355210948,0.7139419156947425
PANCAN,PCA,HC,ARI,10.0,0.7289566446863585,0.7948197467426223
PANCAN,PCA,HC,Fowlkes Mallows,2.0,0.47387827844322794,0.6911226590640148
PANCAN,PCA,HC,Fowlkes Mallows,5.0,0.6929103703204669,0.7782285894073289
PANCAN,PCA,HC,Fowlkes Mallows,10.0,0.7939700313704786,0.8426350324863733
PANCAN,PCA,HC,MI,2.0,0.4204272553234777,0.6764947527211562
PANCAN,PCA,HC,MI,5.0,0.7279861925855413,0.7681842810555695
PANCAN,PCA,HC,MI,10.0,0.8073920522479305,0.8424434480069546
PANCAN,PCA,HC,V Measure,2.0,0.42623095833736313,0.6815585625946814
PANCAN,PCA,HC,V Measure,5.0,0.7307146711992571,0.7715002722532699
PANCAN,PCA,HC,V Measure,10.0,0.8093328818858758,0.8447224784159784
PANCAN,PCA,K-Means,ARI,2.0,0.316781565963253,0.8561956627383042
PANCAN,PCA,K-Means,ARI,5.0,0.566901542830966,0.8609652681419832
PANCAN,PCA,K-Means,ARI,10.0,0.6856906185320988,0.8829814079313071
PANCAN,PCA,K-Means,Fowlkes Mallows,2.0,0.4747451699553118,0.8916610314994659
PANCAN,PCA,K-Means,Fowlkes Mallows,5.0,0.6678759827527923,0.8911550348025963
PANCAN,PCA,K-Means,Fowlkes Mallows,10.0,0.7605745051369912,0.9099452533733081
PANCAN,PCA,K-Means,MI,2.0,0.41601221273898326,0.8491575091157093
PANCAN,PCA,K-Means,MI,5.0,0.6631067882932793,0.8757630565460467
PANCAN,PCA,K-Means,MI,10.0,0.7785888436084383,0.9048949714399486
PANCAN,PCA,K-Means,V Measure,2.0,0.4218262508049524,0.85144595476148
PANCAN,PCA,K-Means,V Measure,5.0,0.666460161636271,0.8775117203010093
PANCAN,PCA,K-Means,V Measure,10.0,0.7808172704096534,0.9062657327751831
PANCAN,Random Projection,HC,ARI,2.0,0.08968441243764946,0.026028258510702725
PANCAN,Random Projection,HC,ARI,5.0,0.17715832727581785,0.06849837107328585
PANCAN,Random Projection,HC,ARI,10.0,0.26966989247612616,0.16175383917590755
PANCAN,Random Projection,HC,Fowlkes Mallows,2.0,0.30463988789749213,0.2506112201610672
PANCAN,Random Projection,HC,Fowlkes Mallows,5.0,0.37003118849295086,0.27630026021180054
PANCAN,Random Projection,HC,Fowlkes Mallows,10.0,0.4409175516818538,0.35332260187132375
PANCAN,Random Projection,HC,MI,2.0,0.14212200987330936,0.03618372909489061
PANCAN,Random Projection,HC,MI,5.0,0.23888313200358696,0.09349193671367788
PANCAN,Random Projection,HC,MI,10.0,0.349311606543832,0.20990515681846603
PANCAN,Random Projection,HC,V Measure,2.0,0.15075685842772507,0.05018750272873384
PANCAN,Random Projection,HC,V Measure,5.0,0.24651383011953004,0.10644381906159266
PANCAN,Random Projection,HC,V Measure,10.0,0.35583042975943335,0.22135108555317964
PANCAN,Random Projection,K-Means,ARI,2.0,0.09632210401559917,0.027704633878990144
PANCAN,Random Projection,K-Means,ARI,5.0,0.21794372529758668,0.10594239838495464
PANCAN,Random Projection,K-Means,ARI,10.0,0.30435343364087364,0.22474486510030797
PANCAN,Random Projection,K-Means,Fowlkes Mallows,2.0,0.30095841749000185,0.23819508045588333
PANCAN,Random Projection,K-Means,Fowlkes Mallows,5.0,0.39400626867089805,0.28864449656196545
PANCAN,Random Projection,K-Means,Fowlkes Mallows,10.0,0.46110684957802306,0.38865664229719676
PANCAN,Random Projection,K-Means,MI,2.0,0.1502437713268255,0.039409775352761196
PANCAN,Random Projection,K-Means,MI,5.0,0.28035591527882675,0.12463243337024126
PANCAN,Random Projection,K-Means,MI,10.0,0.3752846294331638,0.2520237643780605
PANCAN,Random Projection,K-Means,V Measure,2.0,0.15864269490291646,0.05298124731759354
PANCAN,Random Projection,K-Means,V Measure,5.0,0.2874429337990813,0.13668667302790619
PANCAN,Random Projection,K-Means,V Measure,10.0,0.38143095141787436,0.2624748470230657
PANCAN,Spectral (NN),HC,ARI,2.0,0.6440943288038663,0.7173993820568343
PANCAN,Spectral (NN),HC,ARI,5.0,0.7492060045676427,0.8217332798739612
PANCAN,Spectral (NN),HC,ARI,10.0,0.8856551676957853,0.6570558528980336
PANCAN,Spectral (NN),HC,Fowlkes Mallows,2.0,0.737243052932576,0.7949615577431777
PANCAN,Spectral (NN),HC,Fowlkes Mallows,5.0,0.809899445720446,0.8642470867648079
PANCAN,Spectral (NN),HC,Fowlkes Mallows,10.0,0.9150921527624957,0.7850342115636587
PANCAN,Spectral (NN),HC,MI,2.0,0.7609459537568022,0.8274945831965557
PANCAN,Spectral (NN),HC,MI,5.0,0.8160481184681814,0.8713933856659924
PANCAN,Spectral (NN),HC,MI,10.0,0.8999038884579746,0.7689556349860048
PANCAN,Spectral (NN),HC,V Measure,2.0,0.7634836982477828,0.8301581002870643
PANCAN,Spectral (NN),HC,V Measure,5.0,0.8179111409888727,0.8732690239992512
PANCAN,Spectral (NN),HC,V Measure,10.0,0.900935789299051,0.7732540819192761
PANCAN,Spectral (NN),K-Means,ARI,2.0,0.6553731892707577,0.7603864819546944
PANCAN,Spectral (NN),K-Means,ARI,5.0,0.8468867934169836,0.902126659799609
PANCAN,Spectral (NN),K-Means,ARI,10.0,0.6652881899339467,0.3938257961731936
PANCAN,Spectral (NN),K-Means,Fowlkes Mallows,2.0,0.7423463368082202,0.827206245166639
PANCAN,Spectral (NN),K-Means,Fowlkes Mallows,5.0,0.8837954303419226,0.9253510341982006
PANCAN,Spectral (NN),K-Means,Fowlkes Mallows,10.0,0.7488360107387451,0.5910869669383152
PANCAN,Spectral (NN),K-Means,MI,2.0,0.756679724815426,0.8474035188038397
PANCAN,Spectral (NN),K-Means,MI,5.0,0.8759145628408149,0.9247184520729542
PANCAN,Spectral (NN),K-Means,MI,10.0,0.7879725019380857,0.6008885426268278
PANCAN,Spectral (NN),K-Means,V Measure,2.0,0.7592151853121537,0.8497782766161284
PANCAN,Spectral (NN),K-Means,V Measure,5.0,0.8771675003953655,0.925812289307716
PANCAN,Spectral (NN),K-Means,V Measure,10.0,0.7901387902899671,0.6077937712200695
PANCAN,Spectral (RBF),HC,ARI,2.0,0.3149542074984474,0.4927970274127272
PANCAN,Spectral (RBF),HC,ARI,5.0,0.6713700173466115,0.6983948405047681
PANCAN,Spectral (RBF),HC,ARI,10.0,0.8237187437506133,0.6706386035325961
PANCAN,Spectral (RBF),HC,Fowlkes Mallows,2.0,0.4795639106898893,0.6276778950422386
PANCAN,Spectral (RBF),HC,Fowlkes Mallows,5.0,0.749509627039686,0.7674149583872238
PANCAN,Spectral (RBF),HC,Fowlkes Mallows,10.0,0.8688354607789948,0.8641520066176382
PANCAN,Spectral (RBF),HC,MI,2.0,0.42200811018706375,0.6188809282979488
PANCAN,Spectral (RBF),HC,MI,5.0,0.7580671220160434,0.7686041867279058
PANCAN,Spectral (RBF),HC,MI,10.0,0.84652565144361,0.7063789677270496
PANCAN,Spectral (RBF),HC,V Measure,2.0,0.4278594107229383,0.6247988730498812
PANCAN,Spectral (RBF),HC,V Measure,5.0,0.760497406103335,0.7719257039747703
PANCAN,Spectral (RBF),HC,V Measure,10.0,0.848102247958236,0.7136338502666912
PANCAN,Spectral (RBF),K-Means,ARI,2.0,0.31604023779715734,0.5585413438835984
PANCAN,Spectral (RBF),K-Means,ARI,5.0,0.6980928250792866,0.9072309552235752
PANCAN,Spectral (RBF),K-Means,ARI,10.0,0.8813301945258768,0.4234083168313656
PANCAN,Spectral (RBF),K-Means,Fowlkes Mallows,2.0,0.4752137235198331,0.6716743117638156
PANCAN,Spectral (RBF),K-Means,Fowlkes Mallows,5.0,0.7687524447906742,0.9268033818542882
PANCAN,Spectral (RBF),K-Means,Fowlkes Mallows,10.0,0.9096750586844188,0.7173158760290294
PANCAN,Spectral (RBF),K-Means,MI,2.0,0.4158807728119278,0.654141787632496
PANCAN,Spectral (RBF),K-Means,MI,5.0,0.7589798679944464,0.9082021442452479
PANCAN,Spectral (RBF),K-Means,MI,10.0,0.924732146266563,0.5611619386942884
PANCAN,Spectral (RBF),K-Means,V Measure,2.0,0.42171618290046753,0.6594097819599771
PANCAN,Spectral (RBF),K-Means,V Measure,5.0,0.761364797367389,0.9094786817197951
PANCAN,Spectral (RBF),K-Means,V Measure,10.0,0.9254877771525994,0.5707604367172041
PANCAN,UMAP,HC,ARI,2.0,0.9506184189405796,0.847553336819726
PANCAN,UMAP,HC,ARI,5.0,0.9247222147797,0.9061573261675923
PANCAN,UMAP,HC,ARI,10.0,0.9354032598724775,0.8745419217150188
PANCAN,UMAP,HC,Fowlkes Mallows,2.0,0.9625330394247306,0.8828400523687865
PANCAN,UMAP,HC,Fowlkes Mallows,5.0,0.9428003404141856,0.9286094956131905
PANCAN,UMAP,HC,Fowlkes Mallows,10.0,0.9509402486765752,0.9039853656272647
PANCAN,UMAP,HC,MI,2.0,0.9563358979869875,0.879103486089298
PANCAN,UMAP,HC,MI,5.0,0.9434383533318329,0.9350285049555536
PANCAN,UMAP,HC,MI,10.0,0.9495284677755004,0.9074935771043566
PANCAN,UMAP,HC,V Measure,2.0,0.9567773987160625,0.8808399872578316
PANCAN,UMAP,HC,V Measure,5.0,0.9440081974983938,0.935973272887052
PANCAN,UMAP,HC,V Measure,10.0,0.9500374432164884,0.9088281482931702
PANCAN,UMAP,K-Means,ARI,2.0,0.9461682799161535,0.8541364779860413
PANCAN,UMAP,K-Means,ARI,5.0,0.9243977825376412,0.9062599242228958
PANCAN,UMAP,K-Means,ARI,10.0,0.9354032598724775,0.8725200977884014
PANCAN,UMAP,K-Means,Fowlkes Mallows,2.0,0.9591516422887963,0.8879376104493202
PANCAN,UMAP,K-Means,Fowlkes Mallows,5.0,0.9425542123828572,0.9286882736139813
PANCAN,UMAP,K-Means,Fowlkes Mallows,10.0,0.9509402486765752,0.9023898434485859
PANCAN,UMAP,K-Means,MI,2.0,0.9531322393915541,0.8814688804987026
PANCAN,UMAP,K-Means,MI,5.0,0.9430314749924605,0.9349091419211857
PANCAN,UMAP,K-Means,MI,10.0,0.9495284677755004,0.9065685207749812
PANCAN,UMAP,K-Means,V Measure,2.0,0.9536059698162049,0.8831719167420554
PANCAN,UMAP,K-Means,V Measure,5.0,0.9436054431471864,0.9358557137294033
PANCAN,UMAP,K-Means,V Measure,10.0,0.9500374432164884,0.9079158188329353
PANCAN,t-SNE,HC,ARI,2.0,0.8685330469609677,0.8534177728490271
