data,method1,method2,noise,sigma,criteria,rank,value,methods
Author,DAE,NMDS,Normal,2.0,ARI,10,0.0005140439697902784,DAE:NMDS
Author,DAE,NMDS,Normal,2.0,MI,10,-0.000202451143994719,DAE:NMDS
Author,DAE,NMDS,Normal,2.0,Fowlkes Mallows,10,0.3037404057518952,DAE:NMDS
Author,DAE,NMDS,Normal,2.0,V Measure,10,0.004052063257925952,DAE:NMDS
Author,DAE,NMDS,Normal,3.0,ARI,10,-0.0005437045981887791,DAE:NMDS
Author,DAE,NMDS,Normal,3.0,MI,10,-0.00021220686282519074,DAE:NMDS
Author,DAE,NMDS,Normal,3.0,Fowlkes Mallows,10,0.3083717921413966,DAE:NMDS
Author,DAE,NMDS,Normal,3.0,V Measure,10,0.004077041954352854,DAE:NMDS
Author,DAE,NMDS,Normal,4.0,ARI,10,0.0005435030865806738,DAE:NMDS
Author,DAE,NMDS,Normal,4.0,MI,10,0.00021885879264656058,DAE:NMDS
Author,DAE,NMDS,Normal,4.0,Fowlkes Mallows,10,0.3077808022073082,DAE:NMDS
Author,DAE,NMDS,Normal,4.0,V Measure,10,0.0045078933161443804,DAE:NMDS
Author,DAE,NMDS,Normal,5.0,ARI,10,-0.00020720020253087057,DAE:NMDS
Author,DAE,NMDS,Normal,5.0,MI,10,0.00010492928420261402,DAE:NMDS
Author,DAE,NMDS,Normal,5.0,Fowlkes Mallows,10,0.30869321913441755,DAE:NMDS
Author,DAE,NMDS,Normal,5.0,V Measure,10,0.004387464653324155,DAE:NMDS
Author,Isomap,NMDS,Normal,0.0,ARI,10,-0.0002458223329011094,Isomap:NMDS
Author,Isomap,NMDS,Normal,0.0,MI,10,2.2280098111098507e-05,Isomap:NMDS
Author,Isomap,NMDS,Normal,0.0,Fowlkes Mallows,10,0.2940959456720152,Isomap:NMDS
Author,Isomap,NMDS,Normal,0.0,V Measure,10,0.004231703372428658,Isomap:NMDS
Author,Isomap,NMDS,Normal,1.0,ARI,10,0.0001352297615907214,Isomap:NMDS
Author,Isomap,NMDS,Normal,1.0,MI,10,0.00013828991924843783,Isomap:NMDS
Author,Isomap,NMDS,Normal,1.0,Fowlkes Mallows,10,0.29614455166521353,Isomap:NMDS
Author,Isomap,NMDS,Normal,1.0,V Measure,10,0.004359124488450476,Isomap:NMDS
Author,Isomap,NMDS,Normal,2.0,ARI,10,8.802090408410215e-06,Isomap:NMDS
Author,Isomap,NMDS,Normal,2.0,MI,10,0.00020331465934713148,Isomap:NMDS
Author,Isomap,NMDS,Normal,2.0,Fowlkes Mallows,10,0.28161851161581086,Isomap:NMDS
Author,Isomap,NMDS,Normal,2.0,V Measure,10,0.004292191448571061,Isomap:NMDS
Author,Isomap,NMDS,Normal,3.0,ARI,10,-0.0004434286943908064,Isomap:NMDS
Author,Isomap,NMDS,Normal,3.0,MI,10,9.664622924359262e-05,Isomap:NMDS
Author,Isomap,NMDS,Normal,3.0,Fowlkes Mallows,10,0.29443099399463507,Isomap:NMDS
Author,Isomap,NMDS,Normal,3.0,V Measure,10,0.004273189314617391,Isomap:NMDS
Author,Isomap,NMDS,Normal,4.0,ARI,10,0.0005980354227412813,Isomap:NMDS
Author,Isomap,NMDS,Normal,4.0,MI,10,-0.0002009469154903385,Isomap:NMDS
Author,Isomap,NMDS,Normal,4.0,Fowlkes Mallows,10,0.30689683323010736,Isomap:NMDS
Author,Isomap,NMDS,Normal,4.0,V Measure,10,0.004052003703544229,Isomap:NMDS
Author,Isomap,NMDS,Normal,5.0,ARI,10,-0.00030709950532562495,Isomap:NMDS
Author,Isomap,NMDS,Normal,5.0,MI,10,-0.00017019644374138493,Isomap:NMDS
Author,Isomap,NMDS,Normal,5.0,Fowlkes Mallows,10,0.29593275745143766,Isomap:NMDS
Author,Isomap,NMDS,Normal,5.0,V Measure,10,0.004012110010130436,Isomap:NMDS
Author,NMDS,NMDS,Normal,0.0,ARI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,0.0,MI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,0.0,Fowlkes Mallows,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,0.0,V Measure,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,1.0,ARI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,1.0,MI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,1.0,Fowlkes Mallows,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,1.0,V Measure,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,2.0,ARI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,2.0,MI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,2.0,Fowlkes Mallows,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,2.0,V Measure,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,3.0,ARI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,3.0,MI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,3.0,Fowlkes Mallows,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,3.0,V Measure,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,4.0,ARI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,4.0,MI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,4.0,Fowlkes Mallows,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,4.0,V Measure,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,5.0,ARI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,5.0,MI,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,5.0,Fowlkes Mallows,10,1.0,NMDS:NMDS
Author,NMDS,NMDS,Normal,5.0,V Measure,10,1.0,NMDS:NMDS
Author,NMDS,Spectral (NN),Normal,0.0,ARI,10,-0.0003250327465883915,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,0.0,MI,10,8.471927356164947e-05,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,0.0,Fowlkes Mallows,10,0.2940793671633045,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,0.0,V Measure,10,0.004297499458324802,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,1.0,ARI,10,0.0007531734643318253,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,1.0,MI,10,0.0002753574472726511,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,1.0,Fowlkes Mallows,10,0.3350163204245935,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,1.0,V Measure,10,0.004757969112981097,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,2.0,ARI,10,0.0011954677886133287,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,2.0,MI,10,0.0006903942593639123,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,2.0,Fowlkes Mallows,10,0.32657299707780174,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,2.0,V Measure,10,0.005111016060823198,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,3.0,ARI,10,-9.354853944892022e-05,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,3.0,MI,10,0.00010076887783120716,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,3.0,Fowlkes Mallows,10,0.28112779884319616,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,3.0,V Measure,10,0.004181922834469431,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,4.0,ARI,10,-0.00041919647886191186,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,4.0,MI,10,2.502211078328942e-06,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,4.0,Fowlkes Mallows,10,0.28093792062464723,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,4.0,V Measure,10,0.004079956609011338,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,5.0,ARI,10,0.0005283987760703874,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,5.0,MI,10,-1.5402212615054593e-05,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,5.0,Fowlkes Mallows,10,0.27496907269480236,NMDS:Spectral (NN)
Author,NMDS,Spectral (NN),Normal,5.0,V Measure,10,0.004020898091105718,NMDS:Spectral (NN)
Author,NMDS,Spectral (RBF),Normal,0.0,ARI,10,6.81718165340677e-05,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,0.0,MI,10,0.00028344271584305276,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,0.0,Fowlkes Mallows,10,0.4915382673337704,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,0.0,V Measure,10,0.006564110099169287,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,1.0,ARI,10,0.0004837613685352398,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,1.0,MI,10,0.00023930481276420514,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,1.0,Fowlkes Mallows,10,0.4611085152003529,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,1.0,V Measure,10,0.0062973191552372,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,2.0,ARI,10,0.0006952210522627945,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,2.0,MI,10,0.0001852631621575713,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,2.0,Fowlkes Mallows,10,0.33506468653267246,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,2.0,V Measure,10,0.004778835894505955,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,3.0,ARI,10,-0.0003369613782121726,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,3.0,MI,10,0.0001860826618580095,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,3.0,Fowlkes Mallows,10,0.4516868585315399,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,3.0,V Measure,10,0.007349623597817805,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,4.0,ARI,10,0.00011763847557541222,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,4.0,MI,10,-2.603705669720598e-07,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,4.0,Fowlkes Mallows,10,0.5172750738730056,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,4.0,V Measure,10,0.008640539591912038,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,5.0,ARI,10,-2.2540027377008698e-05,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,5.0,MI,10,-1.7547426331408676e-05,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,5.0,Fowlkes Mallows,10,0.5098678977771431,NMDS:Spectral (RBF)
Author,NMDS,Spectral (RBF),Normal,5.0,V Measure,10,0.008479492790344028,NMDS:Spectral (RBF)
Author,NMDS,t-SNE,Normal,0.0,ARI,2,0.0028195103186862695,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,0.0,MI,2,0.0014554219638331853,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,0.0,Fowlkes Mallows,2,0.29163540021441614,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,0.0,V Measure,2,0.005627655893484082,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,1.0,ARI,2,0.0007335880743214594,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,1.0,MI,2,0.0005187426896198203,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,1.0,Fowlkes Mallows,2,0.2776071309326332,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,1.0,V Measure,2,0.004589859558815704,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,2.0,ARI,2,7.133234379121259e-06,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,2.0,MI,2,0.00014014470200827866,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,2.0,Fowlkes Mallows,2,0.27153289147717813,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,2.0,V Measure,2,0.004156065029472278,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,3.0,ARI,2,0.00019576579034637502,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,3.0,MI,2,0.0004850187129785135,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,3.0,Fowlkes Mallows,2,0.27251054618558546,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,3.0,V Measure,2,0.004502929320939667,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,4.0,ARI,2,0.00034544465723653585,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,4.0,MI,2,0.00023790415958361782,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,4.0,Fowlkes Mallows,2,0.2763761717386623,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,4.0,V Measure,2,0.004277955596639136,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,5.0,ARI,2,0.00012690879206935643,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,5.0,MI,2,6.178025935825813e-05,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,5.0,Fowlkes Mallows,2,0.2733093043935383,NMDS:t-SNE
Author,NMDS,t-SNE,Normal,5.0,V Measure,2,0.004088631454683892,NMDS:t-SNE
Author,NMDS,UMAP,Normal,0.0,ARI,10,-0.00019196825741866707,NMDS:UMAP
Author,NMDS,UMAP,Normal,0.0,MI,10,6.40530152124209e-05,NMDS:UMAP
Author,NMDS,UMAP,Normal,0.0,Fowlkes Mallows,10,0.2933652490173841,NMDS:UMAP
Author,NMDS,UMAP,Normal,0.0,V Measure,10,0.004268400855451375,NMDS:UMAP
Author,NMDS,UMAP,Normal,1.0,ARI,10,-0.0002562967570066195,NMDS:UMAP
Author,NMDS,UMAP,Normal,1.0,MI,10,-1.990581297907897e-05,NMDS:UMAP
Author,NMDS,UMAP,Normal,1.0,Fowlkes Mallows,10,0.2920627850494103,NMDS:UMAP
Author,NMDS,UMAP,Normal,1.0,V Measure,10,0.004175036284892816,NMDS:UMAP
Author,NMDS,UMAP,Normal,2.0,ARI,10,-0.00010133695485548691,NMDS:UMAP
Author,NMDS,UMAP,Normal,2.0,MI,10,-0.00023148152059062585,NMDS:UMAP
Author,NMDS,UMAP,Normal,2.0,Fowlkes Mallows,10,0.27487718451497856,NMDS:UMAP
Author,NMDS,UMAP,Normal,2.0,V Measure,10,0.0038142987279499215,NMDS:UMAP
Author,NMDS,UMAP,Normal,3.0,ARI,10,0.0006473340341923888,NMDS:UMAP
Author,NMDS,UMAP,Normal,3.0,MI,10,0.0003324854239667226,NMDS:UMAP
Author,NMDS,UMAP,Normal,3.0,Fowlkes Mallows,10,0.27409204984864066,NMDS:UMAP
Author,NMDS,UMAP,Normal,3.0,V Measure,10,0.0043608404229901025,NMDS:UMAP
Author,NMDS,UMAP,Normal,4.0,ARI,10,-0.0002919002463630302,NMDS:UMAP
Author,NMDS,UMAP,Normal,4.0,MI,10,-0.0003318438426577938,NMDS:UMAP
Author,NMDS,UMAP,Normal,4.0,Fowlkes Mallows,10,0.2759695503477523,NMDS:UMAP
Author,NMDS,UMAP,Normal,4.0,V Measure,10,0.0037158855338210073,NMDS:UMAP
Author,NMDS,UMAP,Normal,5.0,ARI,10,0.0006428175329115863,NMDS:UMAP
Author,NMDS,UMAP,Normal,5.0,MI,10,0.0002730076568010776,NMDS:UMAP
Author,NMDS,UMAP,Normal,5.0,Fowlkes Mallows,10,0.27351006243736964,NMDS:UMAP
Author,NMDS,UMAP,Normal,5.0,V Measure,10,0.004296379420032823,NMDS:UMAP
Author,DAE,PCA,Laplace,0.0,ARI,10,0.45995257039734677,DAE:PCA
Author,DAE,PCA,Laplace,0.0,MI,10,0.5047126375484603,DAE:PCA
Author,DAE,PCA,Laplace,0.0,Fowlkes Mallows,10,0.6320177655917385,DAE:PCA
Author,DAE,PCA,Laplace,0.0,V Measure,10,0.5068889473238073,DAE:PCA
Author,DAE,PCA,Laplace,1.0,ARI,10,0.15392544704370933,DAE:PCA
Author,DAE,PCA,Laplace,1.0,MI,10,0.18841286737173177,DAE:PCA
Author,DAE,PCA,Laplace,1.0,Fowlkes Mallows,10,0.433853254188562,DAE:PCA
Author,DAE,PCA,Laplace,1.0,V Measure,10,0.19204373151719634,DAE:PCA
Author,DAE,PCA,Laplace,2.0,ARI,10,0.008842270095494577,DAE:PCA
Author,DAE,PCA,Laplace,2.0,MI,10,0.009640920340784079,DAE:PCA
Author,DAE,PCA,Laplace,2.0,Fowlkes Mallows,10,0.3150304050519579,DAE:PCA
Author,DAE,PCA,Laplace,2.0,V Measure,10,0.013900374973357589,DAE:PCA
Author,DAE,PCA,Laplace,3.0,ARI,10,0.001246189310958268,DAE:PCA
Author,DAE,PCA,Laplace,3.0,MI,10,0.000551719632279287,DAE:PCA
Author,DAE,PCA,Laplace,3.0,Fowlkes Mallows,10,0.3179995672613072,DAE:PCA
Author,DAE,PCA,Laplace,3.0,V Measure,10,0.004896539793043276,DAE:PCA
Author,DAE,PCA,Laplace,4.0,ARI,10,-0.0005920786303178398,DAE:PCA
Author,DAE,PCA,Laplace,4.0,MI,10,-0.00029875476500138427,DAE:PCA
Author,DAE,PCA,Laplace,4.0,Fowlkes Mallows,10,0.30709374835545455,DAE:PCA
Author,DAE,PCA,Laplace,4.0,V Measure,10,0.003978561813303964,DAE:PCA
Author,DAE,PCA,Laplace,5.0,ARI,10,0.0002457419592349056,DAE:PCA
Author,DAE,PCA,Laplace,5.0,MI,10,-0.0001639661282141049,DAE:PCA
Author,DAE,PCA,Laplace,5.0,Fowlkes Mallows,10,0.30640290745903026,DAE:PCA
Author,DAE,PCA,Laplace,5.0,V Measure,10,0.004115409926195376,DAE:PCA
Author,DAE,PCA,Normal,0.0,ARI,10,0.44174757005909965,DAE:PCA
Author,DAE,PCA,Normal,0.0,MI,10,0.5010787354105498,DAE:PCA
Author,DAE,PCA,Normal,0.0,Fowlkes Mallows,10,0.6178523923787546,DAE:PCA
Author,DAE,PCA,Normal,0.0,V Measure,10,0.5032493602002511,DAE:PCA
Author,DAE,PCA,Normal,1.0,ARI,10,0.2673590121531416,DAE:PCA
Author,DAE,PCA,Normal,1.0,MI,10,0.31079293695304755,DAE:PCA
Author,DAE,PCA,Normal,1.0,Fowlkes Mallows,10,0.5044159391554757,DAE:PCA
Author,DAE,PCA,Normal,1.0,V Measure,10,0.31384486071600326,DAE:PCA
Author,DAE,PCA,Normal,2.0,ARI,10,0.04268788823634064,DAE:PCA
Author,DAE,PCA,Normal,2.0,MI,10,0.05307849950105345,DAE:PCA
Author,DAE,PCA,Normal,2.0,Fowlkes Mallows,10,0.3494342781222375,DAE:PCA
Author,DAE,PCA,Normal,2.0,V Measure,10,0.057253320303298175,DAE:PCA
Author,DAE,PCA,Normal,3.0,ARI,10,0.0035615209591596704,DAE:PCA
Author,DAE,PCA,Normal,3.0,MI,10,0.006886310655109493,DAE:PCA
Author,DAE,PCA,Normal,3.0,Fowlkes Mallows,10,0.31616099679543264,DAE:PCA
Author,DAE,PCA,Normal,3.0,V Measure,10,0.011177436899817183,DAE:PCA
Author,DAE,PCA,Normal,4.0,ARI,10,-0.00013806662358635785,DAE:PCA
Author,DAE,PCA,Normal,4.0,MI,10,7.268386504421636e-05,DAE:PCA
Author,DAE,PCA,Normal,4.0,Fowlkes Mallows,10,0.30505241030712676,DAE:PCA
Author,DAE,PCA,Normal,4.0,V Measure,10,0.004348567047106448,DAE:PCA
Author,DAE,PCA,Normal,5.0,ARI,10,0.0005198342925558691,DAE:PCA
Author,DAE,PCA,Normal,5.0,MI,10,-0.0003356701409816127,DAE:PCA
Author,DAE,PCA,Normal,5.0,Fowlkes Mallows,10,0.31424290639210856,DAE:PCA
Author,DAE,PCA,Normal,5.0,V Measure,10,0.003984027300571233,DAE:PCA
Author,Isomap,PCA,Laplace,0.0,ARI,10,0.9594088865579659,Isomap:PCA
Author,Isomap,PCA,Laplace,0.0,MI,10,0.9379151526235107,Isomap:PCA
Author,Isomap,PCA,Laplace,0.0,Fowlkes Mallows,10,0.9721132025022924,Isomap:PCA
Author,Isomap,PCA,Laplace,0.0,V Measure,10,0.9381883331093158,Isomap:PCA
Author,Isomap,PCA,Laplace,1.0,ARI,10,0.2783442306173492,Isomap:PCA
Author,Isomap,PCA,Laplace,1.0,MI,10,0.2730291214722356,Isomap:PCA
Author,Isomap,PCA,Laplace,1.0,Fowlkes Mallows,10,0.5001507620579873,Isomap:PCA
Author,Isomap,PCA,Laplace,1.0,V Measure,10,0.27617167270841664,Isomap:PCA
Author,Isomap,PCA,Laplace,2.0,ARI,10,0.009192799320236705,Isomap:PCA
Author,Isomap,PCA,Laplace,2.0,MI,10,0.009763035727524563,Isomap:PCA
Author,Isomap,PCA,Laplace,2.0,Fowlkes Mallows,10,0.2939630000976667,Isomap:PCA
Author,Isomap,PCA,Laplace,2.0,V Measure,10,0.01384860884580373,Isomap:PCA
Author,Isomap,PCA,Laplace,3.0,ARI,10,0.00034440516656456606,Isomap:PCA
Author,Isomap,PCA,Laplace,3.0,MI,10,0.0005308071213089233,Isomap:PCA
Author,Isomap,PCA,Laplace,3.0,Fowlkes Mallows,10,0.2910320990309066,Isomap:PCA
Author,Isomap,PCA,Laplace,3.0,V Measure,10,0.004667582991077735,Isomap:PCA
Author,Isomap,PCA,Laplace,4.0,ARI,10,-0.0006757436735679793,Isomap:PCA
Author,Isomap,PCA,Laplace,4.0,MI,10,-0.0001271479993284857,Isomap:PCA
Author,Isomap,PCA,Laplace,4.0,Fowlkes Mallows,10,0.2932026076748183,Isomap:PCA
Author,Isomap,PCA,Laplace,4.0,V Measure,10,0.00403208198412225,Isomap:PCA
Author,Isomap,PCA,Laplace,5.0,ARI,10,0.0007918513558400155,Isomap:PCA
Author,Isomap,PCA,Laplace,5.0,MI,10,-0.00026569566397368423,Isomap:PCA
Author,Isomap,PCA,Laplace,5.0,Fowlkes Mallows,10,0.29358052610660745,Isomap:PCA
Author,Isomap,PCA,Laplace,5.0,V Measure,10,0.0038952889965327914,Isomap:PCA
Author,Isomap,PCA,Normal,0.0,ARI,10,0.9594088865579659,Isomap:PCA
Author,Isomap,PCA,Normal,0.0,MI,10,0.9379151526235107,Isomap:PCA
Author,Isomap,PCA,Normal,0.0,Fowlkes Mallows,10,0.9721132025022924,Isomap:PCA
Author,Isomap,PCA,Normal,0.0,V Measure,10,0.9381883331093158,Isomap:PCA
Author,Isomap,PCA,Normal,1.0,ARI,10,0.5780954945207851,Isomap:PCA
Author,Isomap,PCA,Normal,1.0,MI,10,0.5633496643944284,Isomap:PCA
Author,Isomap,PCA,Normal,1.0,Fowlkes Mallows,10,0.7127585152434025,Isomap:PCA
Author,Isomap,PCA,Normal,1.0,V Measure,10,0.5652849038191647,Isomap:PCA
Author,Isomap,PCA,Normal,2.0,ARI,10,0.0629466372755641,Isomap:PCA
Author,Isomap,PCA,Normal,2.0,MI,10,0.06398139699677588,Isomap:PCA
Author,Isomap,PCA,Normal,2.0,Fowlkes Mallows,10,0.3416242912879119,Isomap:PCA
Author,Isomap,PCA,Normal,2.0,V Measure,10,0.06793924987191174,Isomap:PCA
Author,Isomap,PCA,Normal,3.0,ARI,10,0.002057810907400244,Isomap:PCA
Author,Isomap,PCA,Normal,3.0,MI,10,0.004587085321016125,Isomap:PCA
Author,Isomap,PCA,Normal,3.0,Fowlkes Mallows,10,0.3008927901657212,Isomap:PCA
Author,Isomap,PCA,Normal,3.0,V Measure,10,0.008775401968615601,Isomap:PCA
Author,Isomap,PCA,Normal,4.0,ARI,10,0.00023743698551351638,Isomap:PCA
Author,Isomap,PCA,Normal,4.0,MI,10,0.0008320759098452265,Isomap:PCA
Author,Isomap,PCA,Normal,4.0,Fowlkes Mallows,10,0.3046419246282155,Isomap:PCA
Author,Isomap,PCA,Normal,4.0,V Measure,10,0.00506895697777597,Isomap:PCA
Author,Isomap,PCA,Normal,5.0,ARI,10,0.0006238044565021205,Isomap:PCA
Author,Isomap,PCA,Normal,5.0,MI,10,0.00024244146385862193,Isomap:PCA
Author,Isomap,PCA,Normal,5.0,Fowlkes Mallows,10,0.301375328073155,Isomap:PCA
Author,Isomap,PCA,Normal,5.0,V Measure,10,0.004454448662213058,Isomap:PCA
Author,MDS,PCA,Laplace,0.0,ARI,10,0.9252547497241577,MDS:PCA
Author,MDS,PCA,Laplace,0.0,MI,10,0.8953940093161292,MDS:PCA
Author,MDS,PCA,Laplace,0.0,Fowlkes Mallows,10,0.9484707973766504,MDS:PCA
Author,MDS,PCA,Laplace,0.0,V Measure,10,0.8958523251478523,MDS:PCA
Author,MDS,PCA,Laplace,1.0,ARI,10,0.30159303865206616,MDS:PCA
Author,MDS,PCA,Laplace,1.0,MI,10,0.2838635035002288,MDS:PCA
Author,MDS,PCA,Laplace,1.0,Fowlkes Mallows,10,0.5092154880104004,MDS:PCA
Author,MDS,PCA,Laplace,1.0,V Measure,10,0.28689949633297623,MDS:PCA
Author,MDS,PCA,Laplace,2.0,ARI,10,0.017299903435417593,MDS:PCA
Author,MDS,PCA,Laplace,2.0,MI,10,0.019966200763173084,MDS:PCA
Author,MDS,PCA,Laplace,2.0,Fowlkes Mallows,10,0.2860605951217503,MDS:PCA
Author,MDS,PCA,Laplace,2.0,V Measure,10,0.02391591263432804,MDS:PCA
Author,MDS,PCA,Laplace,3.0,ARI,10,0.0016223392378790285,MDS:PCA
Author,MDS,PCA,Laplace,3.0,MI,10,0.0009704853469835086,MDS:PCA
Author,MDS,PCA,Laplace,3.0,Fowlkes Mallows,10,0.2762507901161392,MDS:PCA
Author,MDS,PCA,Laplace,3.0,V Measure,10,0.005003236921593185,MDS:PCA
Author,MDS,PCA,Laplace,4.0,ARI,10,-0.00033002300154944686,MDS:PCA
Author,MDS,PCA,Laplace,4.0,MI,10,-2.5307565379095788e-05,MDS:PCA
Author,MDS,PCA,Laplace,4.0,Fowlkes Mallows,10,0.2754100212647674,MDS:PCA
Author,MDS,PCA,Laplace,4.0,V Measure,10,0.00401559493113404,MDS:PCA
Author,MDS,PCA,Laplace,5.0,ARI,10,0.0006799807743120588,MDS:PCA
Author,MDS,PCA,Laplace,5.0,MI,10,0.0005047732515811292,MDS:PCA
Author,MDS,PCA,Laplace,5.0,Fowlkes Mallows,10,0.27259416774422446,MDS:PCA
Author,MDS,PCA,Laplace,5.0,V Measure,10,0.004524204002664553,MDS:PCA
Author,MDS,PCA,Normal,0.0,ARI,10,0.9230833735884992,MDS:PCA
Author,MDS,PCA,Normal,0.0,MI,10,0.8934011388148986,MDS:PCA
Author,MDS,PCA,Normal,0.0,Fowlkes Mallows,10,0.9470052650639903,MDS:PCA
Author,MDS,PCA,Normal,0.0,V Measure,10,0.8938685408886319,MDS:PCA
Author,MDS,PCA,Normal,1.0,ARI,10,0.4375917387712935,MDS:PCA
Author,MDS,PCA,Normal,1.0,MI,10,0.4121795196140197,MDS:PCA
Author,MDS,PCA,Normal,1.0,Fowlkes Mallows,10,0.6072222094903725,MDS:PCA
Author,MDS,PCA,Normal,1.0,V Measure,10,0.41469530352706263,MDS:PCA
Author,MDS,PCA,Normal,2.0,ARI,10,0.04923328345020725,MDS:PCA
Author,MDS,PCA,Normal,2.0,MI,10,0.05307691642757975,MDS:PCA
Author,MDS,PCA,Normal,2.0,Fowlkes Mallows,10,0.32191796719753796,MDS:PCA
