data,method1,method2,noise,sigma,clustering,criteria,rank,value
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,MI,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,MI,10,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,V Measure,2,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,V Measure,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,K-Means,V Measure,10,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,ARI,2,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,ARI,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,ARI,10,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,MI,2,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,MI,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,MI,10,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,V Measure,2,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,V Measure,5,1.0
TCGA,Isomap,Isomap,Laplace,1.0,HC,V Measure,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,ARI,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,ARI,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,ARI,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,MI,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,MI,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,MI,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,V Measure,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,V Measure,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,K-Means,V Measure,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,ARI,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,ARI,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,ARI,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,MI,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,MI,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,MI,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,V Measure,2,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,V Measure,5,1.0
TCGA,Isomap,Isomap,Laplace,2.0,HC,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,MI,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,MI,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,MI,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,K-Means,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,MI,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,MI,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,MI,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,0.0,HC,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,MI,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,MI,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,MI,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,K-Means,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,MI,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,MI,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,MI,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,0.5,HC,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,MI,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,MI,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,MI,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,K-Means,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,MI,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,MI,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,MI,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,1.0,HC,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,MI,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,MI,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,MI,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,K-Means,V Measure,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,ARI,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,ARI,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,ARI,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,MI,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,MI,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,MI,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,Fowlkes Mallows,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,Fowlkes Mallows,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,Fowlkes Mallows,10,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,V Measure,2,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,V Measure,5,1.0
TCGA,Isomap,Isomap,Normal,2.0,HC,V Measure,10,1.0
TCGA,Isomap,PCA,Laplace,0.5,K-Means,ARI,5,-0.0028008769977790502
TCGA,Isomap,PCA,Laplace,0.5,K-Means,MI,5,0.0015642194140318688
TCGA,Isomap,PCA,Laplace,0.5,K-Means,Fowlkes Mallows,5,0.2173238853439767
TCGA,Isomap,PCA,Laplace,0.5,K-Means,V Measure,5,0.01324902941173308
TCGA,Isomap,PCA,Laplace,0.5,HC,ARI,5,0.0008643050109062342
TCGA,Isomap,PCA,Laplace,0.5,HC,MI,5,0.0015360224833468779
TCGA,Isomap,PCA,Laplace,0.5,HC,Fowlkes Mallows,5,0.23733302443367135
TCGA,Isomap,PCA,Laplace,0.5,HC,V Measure,5,0.013685239430249348
TCGA,Isomap,PCA,Normal,0.5,K-Means,ARI,5,0.0025561056783213465
TCGA,Isomap,PCA,Normal,0.5,K-Means,MI,5,0.001988571923462433
TCGA,Isomap,PCA,Normal,0.5,K-Means,Fowlkes Mallows,5,0.21472169375538167
TCGA,Isomap,PCA,Normal,0.5,K-Means,V Measure,5,0.01358756016848981
TCGA,Isomap,PCA,Normal,0.5,HC,ARI,5,-0.005155237331571961
TCGA,Isomap,PCA,Normal,0.5,HC,MI,5,-0.007617705657152683
TCGA,Isomap,PCA,Normal,0.5,HC,Fowlkes Mallows,5,0.20863568287281276
TCGA,Isomap,PCA,Normal,0.5,HC,V Measure,5,0.004112540265238621
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,ARI,2,0.04023759406812112
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,ARI,5,0.10947842204983113
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,ARI,10,0.09706306710400724
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,MI,2,0.07186094839675344
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,MI,5,0.10764559730080768
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,MI,10,0.1045652005449886
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,Fowlkes Mallows,2,0.2609480250309981
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,Fowlkes Mallows,5,0.31300416727190106
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,Fowlkes Mallows,10,0.2955396401948673
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,V Measure,2,0.08298276347748615
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,V Measure,5,0.11831212404784182
TCGA,Isomap,Random Projection,Laplace,0.0,K-Means,V Measure,10,0.11508851747119216
TCGA,Isomap,Random Projection,Laplace,0.0,HC,ARI,2,0.06365164878666307
TCGA,Isomap,Random Projection,Laplace,0.0,HC,ARI,5,0.05420179557798978
TCGA,Isomap,Random Projection,Laplace,0.0,HC,ARI,10,0.032655590074790145
TCGA,Isomap,Random Projection,Laplace,0.0,HC,MI,2,0.09664685428344394
TCGA,Isomap,Random Projection,Laplace,0.0,HC,MI,5,0.0696528189680673
TCGA,Isomap,Random Projection,Laplace,0.0,HC,MI,10,0.07107923751355484
TCGA,Isomap,Random Projection,Laplace,0.0,HC,Fowlkes Mallows,2,0.27561167255881297
TCGA,Isomap,Random Projection,Laplace,0.0,HC,Fowlkes Mallows,5,0.2625931089534068
TCGA,Isomap,Random Projection,Laplace,0.0,HC,Fowlkes Mallows,10,0.26480485440465196
TCGA,Isomap,Random Projection,Laplace,0.0,HC,V Measure,2,0.1073879769592864
TCGA,Isomap,Random Projection,Laplace,0.0,HC,V Measure,5,0.08066055661954402
TCGA,Isomap,Random Projection,Laplace,0.0,HC,V Measure,10,0.0825103235591422
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,ARI,2,0.00149043196442306
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,ARI,5,-0.0032766384759697928
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,ARI,10,0.0026982235319426076
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,MI,2,0.0009094942039356883
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,MI,5,-0.0031482499870297124
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,MI,10,0.0037405535261198905
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,Fowlkes Mallows,2,0.2251698893300604
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,Fowlkes Mallows,5,0.21676677782884984
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,Fowlkes Mallows,10,0.20667662026571296
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,V Measure,2,0.0127505565676889
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,V Measure,5,0.008588793260002623
TCGA,Isomap,Random Projection,Laplace,0.5,K-Means,V Measure,10,0.015148902617179768
TCGA,Isomap,Random Projection,Laplace,0.5,HC,ARI,2,-0.00013658634845825415
TCGA,Isomap,Random Projection,Laplace,0.5,HC,ARI,5,-0.0007701179969990006
TCGA,Isomap,Random Projection,Laplace,0.5,HC,ARI,10,-0.003147528516803313
TCGA,Isomap,Random Projection,Laplace,0.5,HC,MI,2,-0.0007516111175859229
TCGA,Isomap,Random Projection,Laplace,0.5,HC,MI,5,0.002518421623376204
TCGA,Isomap,Random Projection,Laplace,0.5,HC,MI,10,-0.002028135073729172
TCGA,Isomap,Random Projection,Laplace,0.5,HC,Fowlkes Mallows,2,0.2404052380947105
TCGA,Isomap,Random Projection,Laplace,0.5,HC,Fowlkes Mallows,5,0.2315655682203758
TCGA,Isomap,Random Projection,Laplace,0.5,HC,Fowlkes Mallows,10,0.22966842716344302
TCGA,Isomap,Random Projection,Laplace,0.5,HC,V Measure,2,0.011539223698253923
TCGA,Isomap,Random Projection,Laplace,0.5,HC,V Measure,5,0.014552174973387419
TCGA,Isomap,Random Projection,Laplace,0.5,HC,V Measure,10,0.009997341944352764
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,ARI,2,0.00663632816804202
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,ARI,5,0.015495428687661713
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,ARI,10,0.026789812281112168
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,MI,2,0.010549221237198687
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,MI,5,0.017562097709233997
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,MI,10,0.03912271197520892
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,Fowlkes Mallows,2,0.21594374442951675
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,Fowlkes Mallows,5,0.21975264962209606
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,Fowlkes Mallows,10,0.2329966667306813
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,V Measure,2,0.022010233538050525
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,V Measure,5,0.028862004800164275
TCGA,Isomap,Random Projection,Laplace,1.0,K-Means,V Measure,10,0.05027391998762331
TCGA,Isomap,Random Projection,Laplace,1.0,HC,ARI,2,0.008626196764298618
TCGA,Isomap,Random Projection,Laplace,1.0,HC,ARI,5,0.024601615805474028
TCGA,Isomap,Random Projection,Laplace,1.0,HC,ARI,10,0.006281573057636676
TCGA,Isomap,Random Projection,Laplace,1.0,HC,MI,2,0.005751729634944619
TCGA,Isomap,Random Projection,Laplace,1.0,HC,MI,5,0.01830487319366943
TCGA,Isomap,Random Projection,Laplace,1.0,HC,MI,10,0.01989019602581356
TCGA,Isomap,Random Projection,Laplace,1.0,HC,Fowlkes Mallows,2,0.24115730356660525
TCGA,Isomap,Random Projection,Laplace,1.0,HC,Fowlkes Mallows,5,0.2592602392685049
TCGA,Isomap,Random Projection,Laplace,1.0,HC,Fowlkes Mallows,10,0.2539413646512074
TCGA,Isomap,Random Projection,Laplace,1.0,HC,V Measure,2,0.01786969268760149
TCGA,Isomap,Random Projection,Laplace,1.0,HC,V Measure,5,0.030265347539202
TCGA,Isomap,Random Projection,Laplace,1.0,HC,V Measure,10,0.03201907806211012
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,ARI,2,0.0016924168350952128
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,ARI,5,0.00698514135831756
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,ARI,10,0.0011289432136077186
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,MI,2,-0.00041923398148240867
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,MI,5,0.008907167353891783
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,MI,10,-0.0011311025918039198
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,Fowlkes Mallows,2,0.2246627220123885
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,Fowlkes Mallows,5,0.2367102980681413
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,Fowlkes Mallows,10,0.21441688213787555
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,V Measure,2,0.01147200149890574
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,V Measure,5,0.02072777517604574
TCGA,Isomap,Random Projection,Laplace,2.0,K-Means,V Measure,10,0.01049083082194537
TCGA,Isomap,Random Projection,Laplace,2.0,HC,ARI,2,0.0009597627546336213
TCGA,Isomap,Random Projection,Laplace,2.0,HC,ARI,5,0.0012366864662491724
TCGA,Isomap,Random Projection,Laplace,2.0,HC,ARI,10,0.00014811297790741736
TCGA,Isomap,Random Projection,Laplace,2.0,HC,MI,2,-0.000645156883134369
TCGA,Isomap,Random Projection,Laplace,2.0,HC,MI,5,-0.0009620144029119662
TCGA,Isomap,Random Projection,Laplace,2.0,HC,MI,10,0.002551698210292432
TCGA,Isomap,Random Projection,Laplace,2.0,HC,Fowlkes Mallows,2,0.21821713845605445
TCGA,Isomap,Random Projection,Laplace,2.0,HC,Fowlkes Mallows,5,0.237543812811726
TCGA,Isomap,Random Projection,Laplace,2.0,HC,Fowlkes Mallows,10,0.22408263582795032
TCGA,Isomap,Random Projection,Laplace,2.0,HC,V Measure,2,0.011136995006915056
TCGA,Isomap,Random Projection,Laplace,2.0,HC,V Measure,5,0.011187451549561859
TCGA,Isomap,Random Projection,Laplace,2.0,HC,V Measure,10,0.014385112902578587
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,ARI,2,0.06266216244790675
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,ARI,5,0.12765420636878874
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,ARI,10,0.1870903828129709
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,MI,2,0.06562596533828652
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,MI,5,0.15716008483137064
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,MI,10,0.19827558532584635
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,Fowlkes Mallows,2,0.27970374554020416
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,Fowlkes Mallows,5,0.3180996258162984
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,Fowlkes Mallows,10,0.3676967656823231
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,V Measure,2,0.07684984949769982
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,V Measure,5,0.16704447276781798
TCGA,Isomap,Random Projection,Normal,0.0,K-Means,V Measure,10,0.20773646802093648
TCGA,Isomap,Random Projection,Normal,0.0,HC,ARI,2,0.10040425971535556
TCGA,Isomap,Random Projection,Normal,0.0,HC,ARI,5,0.111396453096162
TCGA,Isomap,Random Projection,Normal,0.0,HC,ARI,10,0.1570996970272751
TCGA,Isomap,Random Projection,Normal,0.0,HC,MI,2,0.07699421865093489
TCGA,Isomap,Random Projection,Normal,0.0,HC,MI,5,0.1480134423103007
TCGA,Isomap,Random Projection,Normal,0.0,HC,MI,10,0.15479072975460986
TCGA,Isomap,Random Projection,Normal,0.0,HC,Fowlkes Mallows,2,0.3161879491212083
TCGA,Isomap,Random Projection,Normal,0.0,HC,Fowlkes Mallows,5,0.30366644944550897
TCGA,Isomap,Random Projection,Normal,0.0,HC,Fowlkes Mallows,10,0.3620398260659195
TCGA,Isomap,Random Projection,Normal,0.0,HC,V Measure,2,0.08819444862477531
TCGA,Isomap,Random Projection,Normal,0.0,HC,V Measure,5,0.15801560611523258
TCGA,Isomap,Random Projection,Normal,0.0,HC,V Measure,10,0.16514402032508044
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,ARI,2,-0.0019016258572850141
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,ARI,5,-0.003960841502020015
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,ARI,10,0.0044489704519664035
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,MI,2,-0.0016344387781244375
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,MI,5,-0.003768236046920328
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,MI,10,0.006446763373997892
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,Fowlkes Mallows,2,0.20086617069200466
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,Fowlkes Mallows,5,0.20803909069437312
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,Fowlkes Mallows,10,0.2100162650815098
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,V Measure,2,0.009790670461060892
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,V Measure,5,0.00786901569182211
TCGA,Isomap,Random Projection,Normal,0.5,K-Means,V Measure,10,0.01786131872744804
TCGA,Isomap,Random Projection,Normal,0.5,HC,ARI,2,-0.002818274418563027
TCGA,Isomap,Random Projection,Normal,0.5,HC,ARI,5,-0.002663432330440751
TCGA,Isomap,Random Projection,Normal,0.5,HC,ARI,10,0.0002759285054431936
TCGA,Isomap,Random Projection,Normal,0.5,HC,MI,2,-0.005564769994222503
TCGA,Isomap,Random Projection,Normal,0.5,HC,MI,5,0.00014090935830163274
TCGA,Isomap,Random Projection,Normal,0.5,HC,MI,10,-0.003210687331216748
TCGA,Isomap,Random Projection,Normal,0.5,HC,Fowlkes Mallows,2,0.21046286894446514
TCGA,Isomap,Random Projection,Normal,0.5,HC,Fowlkes Mallows,5,0.21640590403178595
TCGA,Isomap,Random Projection,Normal,0.5,HC,Fowlkes Mallows,10,0.2372134842796364
TCGA,Isomap,Random Projection,Normal,0.5,HC,V Measure,2,0.0061249835010885895
TCGA,Isomap,Random Projection,Normal,0.5,HC,V Measure,5,0.011914680550979034
TCGA,Isomap,Random Projection,Normal,0.5,HC,V Measure,10,0.008993677128569945
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,ARI,2,0.004511102129026454
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,ARI,5,0.06797063194015955
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,ARI,10,0.044606930488595785
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,MI,2,0.0035571643428635204
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,MI,5,0.08498425004466588
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,MI,10,0.06884808405333473
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,Fowlkes Mallows,2,0.22384074426518136
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,Fowlkes Mallows,5,0.2657889586202898
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,Fowlkes Mallows,10,0.2524209410947546
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,V Measure,2,0.015346171677083109
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,V Measure,5,0.09560542238549476
TCGA,Isomap,Random Projection,Normal,1.0,K-Means,V Measure,10,0.07980585246815547
TCGA,Isomap,Random Projection,Normal,1.0,HC,ARI,2,0.006238199340626457
TCGA,Isomap,Random Projection,Normal,1.0,HC,ARI,5,0.054820419388250115
TCGA,Isomap,Random Projection,Normal,1.0,HC,ARI,10,0.06979386279937029
TCGA,Isomap,Random Projection,Normal,1.0,HC,MI,2,0.0063962771853207185
TCGA,Isomap,Random Projection,Normal,1.0,HC,MI,5,0.0737920285352124
TCGA,Isomap,Random Projection,Normal,1.0,HC,MI,10,0.10032990908241128
TCGA,Isomap,Random Projection,Normal,1.0,HC,Fowlkes Mallows,2,0.23191783674255856
TCGA,Isomap,Random Projection,Normal,1.0,HC,Fowlkes Mallows,5,0.2742200897713461
TCGA,Isomap,Random Projection,Normal,1.0,HC,Fowlkes Mallows,10,0.2943061427319084
TCGA,Isomap,Random Projection,Normal,1.0,HC,V Measure,2,0.018267201090931426
TCGA,Isomap,Random Projection,Normal,1.0,HC,V Measure,5,0.08491120408241819
TCGA,Isomap,Random Projection,Normal,1.0,HC,V Measure,10,0.1114158728406078
TCGA,Isomap,Random Projection,Normal,2.0,K-Means,ARI,2,0.0048382718427520755
TCGA,Isomap,Random Projection,Normal,2.0,K-Means,ARI,5,0.010093099630588435
TCGA,Isomap,Random Projection,Normal,2.0,K-Means,ARI,10,0.009364497714498174
